trigger,category,rt,amplitude
151,0,0.4296875,3007.91560263302
141,0,0.4375,2059.04627921475
252,0,0.375,65.2211741973481
241,0,0.34375,85.7863787519077
152,0,0.4453125,2663.38341777991
251,0,0.3359375,83.2363367064219
241,0,0.40625,75.0854602118386
152,0,0.4609375,2347.17453283479
251,0,0.34375,64.9186462705776
241,0,0.34375,80.4150041696047
242,0,0.3125,75.9212861892024
153,0,0.453125,2394.54004491664
141,0,0.4453125,1453.19734657362
252,99,NaN,87.6449873783725
151,0,0.5390625,1650.0744417606
141,0,0.5625,1378.5694883445
252,0,0.3203125,80.5777650686726
241,0,0.3203125,59.9722020720332
242,0,0.3828125,48.6547260558868
153,0,0.59375,2221.8781658126
141,69,NaN,1405.38912893598
142,69,NaN,1279.11557293785
253,0,0.3828125,63.0936635910961
241,99,NaN,78.0199922011818
242,0,0.4375,51.3592412701807
153,0,0.5078125,2013.31211385886
141,0,0.5859375,1470.69502642484
142,0,0.6015625,939.30088324862
253,0,0.3671875,82.772144247893
151,99,NaN,1713.1465477502
253,0,0.21875,106.651457767974
153,99,NaN,1657.45661021481
141,0,0.53125,2027.50041081771
252,0,0.328125,58.4324986788723
241,0,0.3828125,91.035379726176
242,0,0.4375,68.7715470417802
153,0,0.515625,1755.45865577101
141,0,0.6328125,1414.7023928699
142,0,0.59375,1177.19310196761
253,0,0.4296875,61.6848847607309
151,0,0.6953125,1690.26632899156
253,0,0.4921875,117.059667881787
153,0,0.5625,1224.46829483349
141,0,0.5390625,1109.33890348988
142,0,0.546875,1149.34221652878
253,0,0.3828125,79.2553838147509
241,0,0.4765625,68.2456082493436
152,0,0.5390625,1306.35694347343
251,0,0.34375,67.1312158717708
241,0,0.390625,58.0138391324414
242,0,0.3984375,66.13026585927
153,0,0.453125,1879.61003246654
141,0,0.453125,1308.61224896995
142,0,0.484375,1513.37725418677
253,0,0.3125,74.0637118460149
151,0,0.484375,1429.58156532455
253,0,0.3125,55.3012530294058
241,91,NaN,120.314774262874
242,0,0.390625,93.7785487454167
153,0,0.4140625,1404.77335212297
251,0,0.4140625,66.4970189986546
241,0,0.4140625,98.4299622923757
152,0,0.46875,1879.50409533101
141,0,0.5078125,1143.61396097215
142,0,0.515625,1018.4508952893
253,0,0.3359375,81.4017514671101
241,0,0.3203125,77.748179985333
242,0,0.390625,79.8134168985054
153,0,0.4375,1444.07660658709
141,0,0.421875,1398.82348514244
252,0,0.34375,87.3056136282259
241,0,0.3046875,66.2018546313999
242,0,0.2734375,98.4861569330977
153,0,0.4921875,1357.01243780925
141,0,0.5078125,1767.17252064152
142,0,0.5546875,1095.28211450888
253,0,0.4609375,104.306178361336
151,0,0.6953125,1249.13412094413
141,0,0.5703125,1056.75735263905
252,0,0.265625,85.0069351521175
241,0,0.3828125,72.7175151398643
152,0,0.46875,1382.53769616188
251,0,0.3671875,73.779024527001
241,0,0.328125,64.975578959252
242,99,NaN,82.4800078056884
153,0,0.4140625,1341.82259631949
251,0,0.28125,81.849621853466
241,0,0.3125,76.5266336339887
152,0,0.375,2223.89193158384
141,0,0.4765625,1712.79925654039
252,0,0.375,107.616858649718
241,0,0.46875,83.1043028535991
152,0,0.59375,1461.97709140073
141,0,0.390625,1415.7328329022
142,0,0.5,1371.27788889902
253,0,0.328125,86.6630485600601
241,0,0.359375,75.0240570522865
152,0,0.53125,1345.65894152963
251,0,0.3203125,67.2010868523046
153,0,0.4375,1228.86424792898
141,0,0.5,1148.53513089773
142,0,0.515625,1690.8114924358
253,99,NaN,92.0367518331713
241,0,0.328125,79.011440003094
242,0,0.265625,275.152970189395
153,0,0.4296875,1843.9665771008
141,0,0.46875,1201.43053356203
142,0,0.4453125,1460.38934538128
253,0,0.421875,91.8429408840663
241,0,0.375,176.91920344928
152,0,0.453125,1501.01626744096
141,0,0.453125,1775.02913866428
252,0,0.3046875,86.4835578073665
241,0,0.359375,93.7894426293524
152,0,0.3671875,1315.82488663873
141,0,0.453125,1911.99854845938
142,0,0.484375,1247.98094423264
253,0,0.359375,140.316669383415
151,0,0.484375,1993.8042761778
253,0,0.3203125,106.784028057804
241,0,0.4140625,94.9762956244265
152,0,0.4609375,1585.11061621609
141,0,0.4296875,1427.70463642947
252,0,0.3828125,98.4996918084173
241,0,0.4375,59.1267675552129
242,0,0.4921875,99.0528716681334
153,0,0.59375,1440.71426245358
141,0,0.6328125,1305.71691699063
142,99,NaN,1775.73511564139
253,0,0.4140625,93.2580364241756
241,0,0.3359375,67.9470095805451
242,0,0.3671875,57.4755895088185
153,0,0.4921875,1162.5901253669
251,0,0.390625,107.649938707218
241,0,0.5078125,88.9659079415514
152,0,0.5234375,1205.29857344376
141,0,0.5625,962.729767048944
252,0,0.359375,53.1678779473704
241,0,0.40625,99.0595248664487
242,50,NaN,41.9849830417707
153,0,0.4921875,1268.28089125121
141,0,0.4140625,1586.77288358406
142,0,0.5078125,1264.90032800954
253,0,0.375,82.2330766456316
241,0,0.2890625,78.2113091739856
152,0,0.453125,1942.03176715216
251,0,0.375,78.4862446722721
153,99,NaN,1608.00187644303
141,0,0.53125,1240.23065523055
142,0,0.5625,1311.15072068135
253,0,0.328125,71.9699266014581
151,0,0.484375,2393.96117027181
141,0,0.453125,1254.18796137889
142,0,0.46875,1304.40235379198
253,0,0.328125,64.7397660669226
151,0,0.4453125,1884.91605174718
253,0,0.359375,100.697221924647
241,0,0.3828125,88.7565351196228
152,0,0.625,1599.28728983405
251,0,0.328125,103.658558611911
241,0,0.3515625,83.8363986602441
152,0,0.5,2357.67933293579
141,0,0.4296875,2556.92684184593
252,0,0.4296875,82.7017489705204
151,0,0.53125,1993.59300365258
253,0,0.375,52.6477073269694
241,99,NaN,52.3536962379373
152,0,0.4453125,1990.0920058177
251,0,0.3515625,69.7988367991117
241,0,0.421875,67.5670511980317
242,0,0.3828125,67.2218743567105
153,0,0.484375,1337.96187065527
141,0,0.3984375,1592.63495064874
142,0,0.5,1324.63673590738
253,0,0.34375,55.9543925451568
241,0,0.4921875,69.3615405222299
242,0,0.3984375,53.2699335729708
153,0,0.4921875,1490.18629600186
141,0,0.578125,3297.60219424473
252,0,0.40625,159.415696884816
151,0,0.4609375,2701.54408961984
253,0,0.2890625,107.078820111829
153,0,0.4921875,1501.55515811447
141,0,0.5078125,1600.17234331591
142,0,0.515625,1395.83940819363
